Date_Collected,Experiment,Plot,Treatment,Species,ID,Dry_Leaf_Weight_g,Wet_Leaf_Weight_g,Leaf_Thickness_mm,Log_Leaf_Thickness_mm,Leaf_Area_cm,,LDMC,SLA,Notes,ID_temp,Avg,,,,
07_26_2021,Pplots,D7,10,Andropogon_gerardii,AG_Pplots_d7_A,,,,,9.54278,,,,,,,,,,
07_26_2021,Pplots,D7,10,Andropogon_gerardii,AG_Pplots_d7_B,,,,,11.78306,,,,,,,,,,
07_26_2021,Pplots,D7,10,Andropogon_gerardii,AG_Pplots_d7_C,,,,,11.57986,,,,,,,,,,
07_26_2021,Pplots,C7,10,Andropogon_gerardii,AG_Pplots_c7_A,,,,,6.25856,,,,,,,,,,
07_26_2021,Pplots,C7,10,Andropogon_gerardii,AG_Pplots_c7_B,,,,,7.26694,,,,,,,,,,
07_26_2021,Pplots,C7,10,Andropogon_gerardii,AG_Pplots_c7_C,,,,,7.54634,,,,,,,,,,
07_26_2021,Pplots,B7,10,Andropogon_gerardii,AG_Pplots_b7_A,,,,,4.32308,,,,,,,,,,
07_26_2021,Pplots,B7,10,Andropogon_gerardii,AG_Pplots_b7_B,,,,,3.91922,,,,,,,,,,
07_26_2021,Pplots,B7,10,Andropogon_gerardii,AG_Pplots_b7_C,,,,,5.08254,,,,,,,,,,
07_26_2021,Pplots,F8,Control,Andropogon_gerardii,AG_Pplots_f8_A,,,,,5.6769,,,,,,,,,,
07_26_2021,Pplots,F8,Control,Andropogon_gerardii,AG_Pplots_f8_B,,,,,3.77698,,,,,,,,,,
07_26_2021,Pplots,F8,Control,Andropogon_gerardii,AG_Pplots_f8_C,,,,,4.2418,,,,,,,,,,
07_26_2021,Pplots,E8,10,Andropogon_gerardii,AG_Pplots_e8_A,,,,,6.60908,,,,,,,,,,
07_26_2021,Pplots,E8,10,Andropogon_gerardii,AG_Pplots_e8_B,,,,,6.3881,,,,,,,,,,
07_26_2021,Pplots,E8,10,Andropogon_gerardii,AG_Pplots_e8_C,,,,,6.57098,,,,,,,,,,
7_28_2021,Nutnet,4,Control,Andropogon_gerardii,AG_Nutnet_4(S1)_A,0.0313,0.0863,0.02,-1.698970004,2.032,,0.362688297,64.9201278,,,,,,,
7_28_2021,Nutnet,4,Control,Andropogon_gerardii,AG_Nutnet_4(S1)_B,0.0274,0.0704,0.03,-1.522878745,1.51384,,0.389204546,55.24963504,,,,,,,
7_28_2021,Nutnet,4,Control,Andropogon_gerardii,AG_Nutnet_4(S1)_C,0.031,0.0724,0.03,-1.522878745,1.84658,,0.428176796,59.56709677,,,,,,,
7_28_2021,Nutnet,4,Control,Andropogon_gerardii,AG_Nutnet_4(S2)_A,0.0514,0.1199,0.02,-1.698970004,2.51968,,0.428690576,49.02101167,,,,,,,
7_28_2021,Nutnet,4,Control,Andropogon_gerardii,AG_Nutnet_4(S2)_B,0.0536,0.1277,0.04,-1.397940009,2.36982,,0.419733751,44.2130597,,,,,,,
7_28_2021,Nutnet,4,Control,Andropogon_gerardii,AG_Nutnet_4(S2)_C,0.0488,0.134,0.03,-1.522878745,2.72542,,0.364179105,55.84877049,,,,,,,
7_28_2021,Nutnet,5,10,Andropogon_gerardii,AG_Nutnet_5(S1)_A,0.109,0.3168,0.02,-1.698970004,8.01878,,0.344065657,73.56678899,,,,,,,
7_28_2021,Nutnet,5,10,Andropogon_gerardii,AG_Nutnet_5(S1)_B,0.1226,0.3475,0.04,-1.397940009,8.18642,,0.352805755,66.77340946,,,,,,,
7_28_2021,Nutnet,5,10,Andropogon_gerardii,AG_Nutnet_5(S1)_C,0.1107,0.2964,0.04,-1.397940009,6.77672,,0.373481781,61.21698284,,,,,,,
7_28_2021,Nutnet,5,10,Andropogon_gerardii,AG_Nutnet_5(S2)_A,0.0623,0.1835,0.02,-1.698970004,4.8006,,0.339509537,77.05617978,,,,,,,
7_28_2021,Nutnet,5,10,Andropogon_gerardii,AG_Nutnet_5(S2)_B,0.1008,0.3108,0.05,-1.301029996,5.8293,,0.324324324,57.83035714,,,,,,,
7_28_2021,Nutnet,5,10,Andropogon_gerardii,AG_Nutnet_5(S2)_C,0.0542,0.1466,0.05,-1.301029996,2.86766,,0.369713506,52.90885609,,,,,,,
7_28_2021,Nutnet,14,10,Andropogon_gerardii,AG_Nutnet_14(S1)_A,0.1216,0.294,0.04,-1.397940009,5.86232,,0.413605442,48.20986842,,,,,,,
7_28_2021,Nutnet,14,10,Andropogon_gerardii,AG_Nutnet_14(S1)_B,0.1006,0.2422,0.04,-1.397940009,4.73964,,0.415359207,47.11371769,,,,,,,
7_28_2021,Nutnet,14,10,Andropogon_gerardii,AG_Nutnet_14(S1)_C,0.1117,0.2229,0.04,-1.397940009,5.0546,,0.501121579,45.2515667,,,,,,,
7_28_2021,Nutnet,14,10,Andropogon_gerardii,AG_Nutnet_14(S2)_A,0.0484,0.1119,0.03,-1.522878745,2.63398,,0.432529044,54.42107438,,,,,,,
7_28_2021,Nutnet,14,10,Andropogon_gerardii,AG_Nutnet_14(S2)_B,0.0464,0.1005,0.03,-1.522878745,2.43332,,0.461691542,52.44224138,,,,,,,
7_28_2021,Nutnet,14,10,Andropogon_gerardii,AG_Nutnet_14(S2)_C,0.0414,0.1136,0.03,-1.522878745,2.39776,,0.36443662,57.91690821,,,,,,,
07_28_2021,Nutnet,18,Control,Andropogon_gerardii,AG_Nutnet_18(S1)_A,0.1059,0.2254,0.04,-1.397940009,4.58216,,0.469831411,43.2687441,,,,,,,
07_28_2021,Nutnet,18,Control,Andropogon_gerardii,AG_Nutnet_18(S1)_B,0.0878,0.2275,0.05,-1.301029996,4.53898,,0.385934066,51.69681093,,,,,,,
07_28_2021,Nutnet,18,Control,Andropogon_gerardii,AG_Nutnet_18(S1)_C,0.0965,0.2078,0.03,-1.522878745,4.2926,,0.464388835,44.48290155,,,,,,,
07_28_2021,Nutnet,18,Control,Andropogon_gerardii,AG_Nutnet_18(S2)_A,0.089,0.2288,0.05,-1.301029996,4.13004,,0.388986014,46.40494382,,,,,,,
07_28_2021,Nutnet,18,Control,Andropogon_gerardii,AG_Nutnet_18(S2)_B,0.1005,0.2192,0.04,-1.397940009,4.33324,,0.458485402,43.11681592,,,,,,,
07_28_2021,Nutnet,18,Control,Andropogon_gerardii,AG_Nutnet_18(S2)_C,0.0716,0.1712,0.04,-1.397940009,3.46964,,0.418224299,48.45865922,,,,,,,
07_28_2021,Nutnet,21,Control,Andropogon_gerardii,AG_Nutnet_21(S1)_A,0.1546,0.2683,0.05,-1.301029996,5.58292,,0.576220649,36.11203105,,,,,,,
07_28_2021,Nutnet,21,Control,Andropogon_gerardii,AG_Nutnet_21(S1)_B,0.1149,0.194,0.05,-1.301029996,4.19608,,0.592268041,36.51940818,,,,,,,
07_28_2021,Nutnet,21,Control,Andropogon_gerardii,AG_Nutnet_21(S1)_C,0.1792,0.4077,0.06,-1.22184875,7.4041,,0.439538877,41.31752232,,,,,,,
07_28_2021,Nutnet,21,Control,Andropogon_gerardii,AG_Nutnet_21(S2)_A,0.0814,0.2216,0.04,-1.397940009,4.77774,,0.36732852,58.69459459,,,,,,,
07_28_2021,Nutnet,21,Control,Andropogon_gerardii,AG_Nutnet_21(S2)_B,0.1364,0.3481,0.06,-1.22184875,6.68274,,0.391841425,48.99369501,,,,,,,
07_28_2021,Nutnet,21,Control,Andropogon_gerardii,AG_Nutnet_21(S2)_C,0.1419,0.3495,0.06,-1.22184875,6.45414,,0.406008584,45.48372093,,,,,,,
07_28_2021,Nutnet,25,10,Andropogon_gerardii,AG_Nutnet_25(S1)_A,0.0512,0.1113,0.03,-1.522878745,2.70256,,0.46001797,52.784375,,,,,,,
07_28_2021,Nutnet,25,10,Andropogon_gerardii,AG_Nutnet_25(S1)_B,0.0294,0.0787,0.01,-2,1.79578,,0.373570521,61.08095238,,,,,,,
07_28_2021,Nutnet,25,10,Andropogon_gerardii,AG_Nutnet_25(S1)_C,0.0395,0.0896,0.03,-1.522878745,2.23266,,0.440848214,56.52303797,,,,,,,
07_28_2021,Nutnet,25,10,Andropogon_gerardii,AG_Nutnet_25(S2)_A,0.0758,0.2206,0.03,-1.522878745,4.73456,,0.343608341,62.46121372,,,,,,,
07_28_2021,Nutnet,25,10,Andropogon_gerardii,AG_Nutnet_25(S2)_B,0.1205,0.3062,0.05,-1.301029996,6.17982,,0.393533638,51.28481328,,,,,,,
07_28_2021,Nutnet,25,10,Andropogon_gerardii,AG_Nutnet_25(S2)_C,0.1578,0.3752,0.06,-1.22184875,7.03072,,0.420575693,44.55462611,,,,,,,
07_27_2021,Change,A2,20,Andropogon_gerardii,AG_Change_A2_A,0.1395,0.3985,0.06,-1.22184875,8.18896,,0.350062735,58.70222222,,,,,,,
07_27_2021,Change,A2,20,Andropogon_gerardii,AG_Change_A2_B,0.1753,0.453,0.05,-1.301029996,9.79932,,0.386975717,55.90028523,,,,,,,
07_27_2021,Change,A2,20,Andropogon_gerardii,AG_Change_A2_C,0.2189,0.5669,0.03,-1.522878745,10.87628,,0.386135121,49.6860667,,,,,,,
07_27_2021,Change,A3,10,Andropogon_gerardii,AG_Change_A3_A,0.1848,0.5355,0.05,-1.301029996,9.29894,,0.345098039,50.31893939,,,,,,,
07_27_2021,Change,A3,10,Andropogon_gerardii,AG_Change_A3_B,0.1155,0.3598,0.04,-1.397940009,7.6454,,0.321011673,66.19393939,,,,,,,
07_27_2021,Change,A3,10,Andropogon_gerardii,AG_Change_A3_C,0.0745,0.239,0.05,-1.301029996,3.83794,,0.311715481,51.51597315,,,,,,,
07_27_2021,Change,A6,Control,Andropogon_gerardii,AG_Change_A6_A,0.1362,0.3244,0.04,-1.397940009,6.46938,,0.419852035,47.49911894,,,,,,,
07_27_2021,Change,A6,Control,Andropogon_gerardii,AG_Change_A6_B,0.1448,0.4119,0.05,-1.301029996,6.76656,,0.351541636,46.73038674,,,,,,,
07_27_2021,Change,A6,Control,Andropogon_gerardii,AG_Change_A6_C,0.1257,0.3033,0.04,-1.397940009,6.11886,,0.414441147,48.67828162,,,,,,,
07_27_2021,Change,A8,2.5,Andropogon_gerardii,AG_Change_A8_A,0.0922,0.2084,0.03,-1.522878745,4.77774,,0.442418426,51.81930586,,,,,,,
07_27_2021,Change,A8,2.5,Andropogon_gerardii,AG_Change_A8_B,0.0589,0.2146,0.04,-1.397940009,3.22326,,0.274464119,54.72427844,,,,,,,
07_27_2021,Change,A8,2.5,Andropogon_gerardii,AG_Change_A8_C,0.0599,0.1573,0.03,-1.522878745,3.87604,,0.380801017,64.70851419,,,,,,,
07_27_2021,Change,B9,Control,Andropogon_gerardii,AG_Change_B9_A,0.0798,0.2227,0.03,-1.522878745,4.09702,,0.358329591,51.34110276,,,,,,,
07_27_2021,Change,B9,Control,Andropogon_gerardii,AG_Change_B9_B,0.0758,0.1929,0.03,-1.522878745,3.937,,0.392949715,51.93931398,,,,,,,
07_27_2021,Change,B9,Control,Andropogon_gerardii,AG_Change_B9_C,0.0813,0.2054,0.03,-1.522878745,3.90906,,0.395813048,48.08191882,,,,,,,
07_27_2021,Change,B10,2.5,Andropogon_gerardii,AG_Change_B10_A,0.1309,0.3139,0.06,-1.22184875,5.2832,,0.417011787,40.3605806,,,,,,,
07_27_2021,Change,B10,2.5,Andropogon_gerardii,AG_Change_B10_B,0.1198,0.2689,0.05,-1.301029996,5.59562,,0.44551878,46.70801336,,,,,,,
07_27_2021,Change,B10,2.5,Andropogon_gerardii,AG_Change_B10_C,0.1614,0.329,0.05,-1.301029996,6.477,,0.490577508,40.13011152,,,,,,,
07_27_2021,Change,B12,20,Andropogon_gerardii,AG_Change_B12_A,0.0982,0.2361,0.03,-1.522878745,4.79552,,0.415925455,48.83421589,,,,,,,
07_27_2021,Change,B12,20,Andropogon_gerardii,AG_Change_B12_B,0.0869,0.1958,0.03,-1.522878745,4.90982,,0.443820225,56.49965478,,,,,,,
07_27_2021,Change,B12,20,Andropogon_gerardii,AG_Change_B12_C,0.0804,0.251,0.04,-1.397940009,4.59994,,0.320318725,57.21318408,,,,,,,
07_27_2021,Change,B15,10,Andropogon_gerardii,AG_Change_B15_A,0.0506,0.1495,0.03,-1.522878745,3.4163,,0.338461539,67.51581028,,,,,,,
07_27_2021,Change,B15,10,Andropogon_gerardii,AG_Change_B15_B,0.0652,0.1861,0.03,-1.522878745,4.12496,,0.350349275,63.26625767,,,,,,,
07_27_2021,Change,B15,10,Andropogon_gerardii,AG_Change_B15_C,0.0435,0.1028,0.02,-1.698970004,2.72796,,0.423151751,62.71172414,,,,,,,
07_27_2021,Change,C18,20,Andropogon_gerardii,AG_Change_C18_A,0.115,0.2868,0.04,-1.397940009,6.0452,,0.40097629,52.56695652,,,,,,,
07_27_2021,Change,C18,20,Andropogon_gerardii,AG_Change_C18_B,0.1183,0.3344,0.04,-1.397940009,7.27964,,0.353767943,61.53541843,,,,,,,
07_27_2021,Change,C18,20,Andropogon_gerardii,AG_Change_C18_C,0.143,0.305,0.04,-1.397940009,6.25348,,0.468852459,43.73062937,,,,,,,
07_27_2021,Change,C19,10,Andropogon_gerardii,AG_Change_C19_A,0.0739,0.171,0.03,-1.522878745,4.20116,,0.432163743,56.84925575,,,,,,,
07_27_2021,Change,C19,10,Andropogon_gerardii,AG_Change_C19_B,0.0765,0.1535,0.04,-1.397940009,4.1656,,0.498371336,54.45228758,,,,,,,
07_27_2021,Change,C19,10,Andropogon_gerardii,AG_Change_C19_C,0.0549,0.1545,0.03,-1.522878745,3.80238,,0.355339806,69.26010929,,,,,,,
07_27_2021,Change,C21,Control,Andropogon_gerardii,AG_Change_C21_A,0.1778,0.3462,0.05,-1.301029996,4.52882,,0.513575968,25.47142857,,,,,,,
07_27_2021,Change,C21,Control,Andropogon_gerardii,AG_Change_C21_B,0.2956,0.7098,0.07,-1.15490196,11.2141,,0.41645534,37.93673884,,,,,,,
07_27_2021,Change,C21,Control,Andropogon_gerardii,AG_Change_C21_C,0.2723,0.6935,0.06,-1.22184875,11.61542,,0.392645999,42.65670217,,,,,,,
07_27_2021,Change,C22,2.5,Andropogon_gerardii,AG_Change_C22_A,0.191,0.52,0.06,-1.22184875,8.23214,,0.367307692,43.10020942,,,,,,,
07_27_2021,Change,C22,2.5,Andropogon_gerardii,AG_Change_C22_B,0.0902,0.2635,0.04,-1.397940009,5.3467,,0.342314991,59.27605322,,,,,,,
07_27_2021,Change,C22,2.5,Andropogon_gerardii,AG_Change_C22_C,0.126,0.3667,0.04,-1.397940009,6.77164,,0.343605127,53.7431746,,,,,,,
07_27_2021,Change,D25,2.5,Andropogon_gerardii,AG_Change_D25_A,0.1123,0.2912,0.04,-1.397940009,6.096,,0.385645604,54.28317008,,,,,,,
07_27_2021,Change,D25,2.5,Andropogon_gerardii,AG_Change_D25_B,0.1191,0.3041,0.05,-1.301029996,5.57022,,0.391647484,46.76926952,,,,,,,
07_27_2021,Change,D25,2.5,Andropogon_gerardii,AG_Change_D25_C,0.1085,0.3105,0.05,-1.301029996,6.5913,,0.349436393,60.74930876,,,,,,,
07_27_2021,Change,D30,Control,Andropogon_gerardii,AG_Change_D30_A,0.0508,0.1421,0.03,-1.522878745,2.57302,,0.357494722,50.65,,,,,,,
07_27_2021,Change,D30,Control,Andropogon_gerardii,AG_Change_D30_B,0.0847,0.1806,0.03,-1.522878745,3.75412,,0.468992248,44.32255018,,,,,,,
07_27_2021,Change,D30,Control,Andropogon_gerardii,AG_Change_D30_C,0.0467,0.1118,0.02,-1.698970004,3.12166,,0.417710197,66.84496788,,,,,,,
07_27_2021,Change,D31,10,Andropogon_gerardii,AG_Change_D31_A,0.1668,0.4298,0.03,-1.522878745,8.28548,,0.388087483,49.67314149,,,,,,,
07_27_2021,Change,D31,10,Andropogon_gerardii,AG_Change_D31_B,0.086,0.2304,0.04,-1.397940009,4.56946,,0.373263889,53.13325581,,,,,,,
07_27_2021,Change,D31,10,Andropogon_gerardii,AG_Change_D31_C,0.1549,0.3753,0.05,-1.301029996,7.64794,,0.412736478,49.37340219,,,,,,,
07_27_2021,Change,D32,20,Andropogon_gerardii,AG_Change_D32_A,0.1822,0.5255,0.06,-1.22184875,9.05256,,0.346717412,49.68474204,,,,,,,
07_27_2021,Change,D32,20,Andropogon_gerardii,AG_Change_D32_B,0.1783,0.4133,0.05,-1.301029996,7.29234,,0.431405759,40.89927089,,,,,,,
07_27_2021,Change,D32,20,Andropogon_gerardii,AG_Change_D32_C,0.1771,0.4204,0.05,-1.301029996,7.82828,,0.421265462,44.2025974,,,,,,,
07_27_2021,Change,E33,Control,Andropogon_gerardii,AG_Change_E33_A,0.1098,0.2635,0.04,-1.397940009,5.34924,,0.416698292,48.71803279,,,,,,,
07_27_2021,Change,E33,Control,Andropogon_gerardii,AG_Change_E33_B,0.1097,0.3186,0.06,-1.22184875,5.56006,,0.344318895,50.68422972,,,,,,,
07_27_2021,Change,E33,Control,Andropogon_gerardii,AG_Change_E33_C,0.1326,0.3187,0.06,-1.22184875,5.87502,,0.416065265,44.30633484,,,,,,,
07_27_2021,Change,E34,20,Andropogon_gerardii,AG_Change_E34_A,0.0891,0.2492,0.04,-1.397940009,5.78866,,0.357544141,64.9681257,,,,,,,
07_27_2021,Change,E34,20,Andropogon_gerardii,AG_Change_E34_B,0.0931,0.2927,0.04,-1.397940009,6.75386,,0.318073112,72.54414608,,,,,,,
07_27_2021,Change,E34,20,Andropogon_gerardii,AG_Change_E34_C,0.0964,0.2343,0.04,-1.397940009,5.28828,,0.411438327,54.85767635,,,,,,,
07_27_2021,Change,E37,2.5,Andropogon_gerardii,AG_Change_E37_A,0.0715,0.1666,0.03,-1.522878745,4.02336,,0.429171669,56.27076923,,,,,,,
07_27_2021,Change,E37,2.5,Andropogon_gerardii,AG_Change_E37_B,0.0614,0.1471,0.03,-1.522878745,3.35788,,0.417403127,54.68859935,,,,,,,
07_27_2021,Change,E37,2.5,Andropogon_gerardii,AG_Change_E37_C,0.0821,0.182,0.04,-1.397940009,4.44246,,0.451098901,54.11035323,,,,,,,
07_27_2021,Change,E40,10,Andropogon_gerardii,AG_Change_E40_A,0.1493,0.3704,0.05,-1.301029996,8.04672,,0.403077754,53.89631614,,,,,,,
07_27_2021,Change,E40,10,Andropogon_gerardii,AG_Change_E40_B,0.0998,0.2741,0.04,-1.397940009,5.50418,,0.364100693,55.15210421,,,,,,,
07_27_2021,Change,E40,10,Andropogon_gerardii,AG_Change_E40_C,0.1882,0.39,0.05,-1.301029996,8.91286,,0.482564103,47.35844846,,,,,,,
07_27_2021,Change,F41,20,Andropogon_gerardii,AG_Change_F41_A,0.1739,0.4188,0.06,-1.22184875,8.59282,,0.415234002,49.41242093,,,,,,,
07_27_2021,Change,F41,20,Andropogon_gerardii,AG_Change_F41_B,0.1886,0.433,0.05,-1.301029996,9.56564,,0.43556582,50.71919406,,,,,,,
07_27_2021,Change,F41,20,Andropogon_gerardii,AG_Change_F41_C,0.1711,0.4027,0.05,-1.301029996,8.85952,,0.424882046,51.77977791,,,,,,,
07_27_2021,Change,F44,10,Andropogon_gerardii,AG_Change_F44_A,0.2525,0.6218,0.06,-1.22184875,10.96264,,0.406079125,43.41639604,,,,,,,
07_27_2021,Change,F44,10,Andropogon_gerardii,AG_Change_F44_B,0.1179,0.3198,0.04,-1.397940009,6.30174,,0.368667917,53.44987277,,,,,,,
07_27_2021,Change,F44,10,Andropogon_gerardii,AG_Change_F44_C,0.0896,0.2584,0.03,-1.522878745,5.6007,,0.346749226,62.5078125,,,,,,,
07_27_2021,Change,F45,Control,Andropogon_gerardii,AG_Change_F45_A,0.0979,0.3023,0.03,-1.522878745,6.32206,,0.32385048,64.57671093,,,,,,,
07_27_2021,Change,F45,Control,Andropogon_gerardii,AG_Change_F45_B,0.158,0.3905,0.04,-1.397940009,7.7089,,0.404609475,48.79050633,,,,,,,
07_27_2021,Change,F45,Control,Andropogon_gerardii,AG_Change_F45_C,0.1427,0.3572,0.04,-1.397940009,6.94182,,0.399496081,48.64625088,,,,,,,
07_27_2021,Change,F48,2.5,Andropogon_gerardii,AG_Change_F48_A,0.1365,0.3236,0.03,-1.522878745,6.37032,,0.421817058,46.66901099,,,,,,,
07_27_2021,Change,F48,2.5,Andropogon_gerardii,AG_Change_F48_B,0.1343,0.3093,0.04,-1.397940009,6.3754,,0.434206272,47.47133284,,,,,,,
07_27_2021,Change,F48,2.5,Andropogon_gerardii,AG_Change_F48_C,0.1022,0.3097,0.05,-1.301029996,5.99948,,0.329996771,58.70332681,,,,,,,
08_02_2021,Pplots,F1,Control,Sorghastrum_nutans,SN_Pplots_F1_A,0.1474,0.3666,0.05,-1.301029996,6.9342,,0.402073104,47.04341927,,,,,,,
08_02_2021,Pplots,F1,Control,Sorghastrum_nutans,SN_Pplots_F1_B,0.1377,0.3247,0.04,-1.397940009,6.80974,,0.42408377,49.45344953,,,,,,,
08_02_2021,Pplots,F1,Control,Sorghastrum_nutans,SN_Pplots_F1_C,0.1842,0.3941,0.03,-1.522878745,8.19912,,0.467394062,44.51205212,,,,,,,
08_02_2021,Pplots,E5,10,Sorghastrum_nutans,SN_Pplots_E5_A,0.227,0.4667,0.06,-1.22184875,17.55902,,0.486393829,77.35251101,,,,,,,
08_02_2021,Pplots,E5,10,Sorghastrum_nutans,SN_Pplots_E5_B,0.3363,0.7355,0.05,-1.301029996,14.08684,,0.457239973,41.8877193,,,,,,,
08_02_2021,Pplots,E5,10,Sorghastrum_nutans,SN_Pplots_E5_C,0.071,0.1977,0.02,-1.698970004,4.7879,,0.359129995,67.43521127,,,,,,,
08_02_2021,Pplots,C5,Control,Sorghastrum_nutans,SN_Pplots_C5_A,0.0847,0.198,0.03,-1.522878745,3.38328,,0.427777778,39.94427391,,,,,,,
08_02_2021,Pplots,C5,Control,Sorghastrum_nutans,SN_Pplots_C5_B,0.1931,0.3931,0.04,-1.397940009,7.90194,,0.491223607,40.92149146,,,,,,,
08_02_2021,Pplots,C5,Control,Sorghastrum_nutans,SN_Pplots_C5_C,0.1259,0.2974,0.03,-1.522878745,6.07568,,0.423335575,48.25798253,,,,,,,
08_02_2021,Pplots,A5,Control,Sorghastrum_nutans,SN_Pplots_A5_A,0.0759,0.1787,0.03,-1.522878745,2.94894,,0.424734191,38.85296443,,,,,,,
08_02_2021,Pplots,A5,Control,Sorghastrum_nutans,SN_Pplots_A5_B,0.1419,0.326,0.04,-1.397940009,5.42036,,0.435276074,38.19844961,,,,,,,
08_02_2021,Pplots,A5,Control,Sorghastrum_nutans,SN_Pplots_A5_C,0.2061,0.4651,0.04,-1.397940009,8.00354,,0.44313051,38.83328481,,,,,,,
08_02_2021,Pplots,D6,Control,Sorghastrum_nutans,SN_Pplots_D6_A,0.0519,0.126,0.02,-1.698970004,2.71526,,0.411904762,52.31714836,,,,,,,
08_02_2021,Pplots,D6,Control,Sorghastrum_nutans,SN_Pplots_D6_B,0.1209,0.2816,0.03,-1.522878745,5.57784,,0.429332386,46.13598015,,,,,,,
08_02_2021,Pplots,D6,Control,Sorghastrum_nutans,SN_Pplots_D6_C,0.2772,0.6399,0.05,-1.301029996,11.5697,,0.433192686,41.73773449,,,,,,,
08_02_2021,Pplots,C6,Control,Sorghastrum_nutans,SN_Pplots_C6_A,0.0629,0.1598,0.02,-1.698970004,2.9718,,0.393617021,47.24642289,,,,,,,
08_02_2021,Pplots,C6,Control,Sorghastrum_nutans,SN_Pplots_C6_B,0.1214,0.3036,0.03,-1.522878745,5.84454,,0.399868248,48.14283361,,,,,,,
08_02_2021,Pplots,C6,Control,Sorghastrum_nutans,SN_Pplots_C6_C,0.2406,0.5707,0.04,-1.397940009,9.0932,,0.421587524,37.79384871,,,,,,,
08_02_2021,Pplots,B6,10,Sorghastrum_nutans,SN_Pplots_B6_A,0.1047,0.2492,0.02,-1.698970004,5.24764,,0.420144462,50.12072588,,,,,,,
08_02_2021,Pplots,B6,10,Sorghastrum_nutans,SN_Pplots_B6_B,0.162,0.3388,0.03,-1.522878745,6.46176,,0.478158205,39.88740741,,,,,,,
08_02_2021,Pplots,B6,10,Sorghastrum_nutans,SN_Pplots_B6_C,0.2845,0.6021,0.06,-1.22184875,10.68324,,0.472512872,37.55093146,,,,,,,
08_02_2021,Pplots,D7,10,Sorghastrum_nutans,SN_Pplots_D7_A,0.0718,0.1822,0.02,-1.698970004,4.07924,,0.394072448,56.81392758,,,,,,,
08_02_2021,Pplots,D7,10,Sorghastrum_nutans,SN_Pplots_D7_B,0.1277,0.2881,0.03,-1.522878745,5.80898,,0.443248872,45.48927173,,,,,,,
08_02_2021,Pplots,D7,10,Sorghastrum_nutans,SN_Pplots_D7_C,0.2043,0.4833,0.04,-1.397940009,8.91032,,0.422718808,43.61390113,,,,,,,
08_02_2021,Pplots,C7,10,Sorghastrum_nutans,SN_Pplots_C7_A,0.1888,0.4223,0.04,-1.397940009,8.37692,,0.447075539,44.36927966,,,,,,,
08_02_2021,Pplots,C7,10,Sorghastrum_nutans,SN_Pplots_C7_B,0.1441,0.3009,0.05,-1.301029996,4.49072,,0.478896643,31.16391395,,,,,,,
08_02_2021,Pplots,C7,10,Sorghastrum_nutans,SN_Pplots_C7_C,0.2142,0.4514,0.04,-1.397940009,9.14146,,0.474523704,42.67721755,,,,,,,
08_02_2021,Pplots,B7,10,Sorghastrum_nutans,SN_Pplots_B7_A,0.0963,0.2615,0.02,-1.698970004,6.00202,,0.368260038,62.32627207,,,,,,,
08_02_2021,Pplots,B7,10,Sorghastrum_nutans,SN_Pplots_B7_B,0.162,0.3237,0.04,-1.397940009,8.128,,0.500463392,50.17283951,,,,,,,
08_02_2021,Pplots,B7,10,Sorghastrum_nutans,SN_Pplots_B7_C,0.1712,0.3969,0.03,-1.522878745,8.99668,,0.431342908,52.55070093,,,,,,,
08_02_2021,Pplots,F8,Control,Sorghastrum_nutans,SN_Pplots_F8_A,0.075,0.1786,0.03,-1.522878745,3.53822,,0.419932811,47.17626667,,,,,,,
08_02_2021,Pplots,F8,Control,Sorghastrum_nutans,SN_Pplots_F8_B,0.0783,0.1797,0.02,-1.698970004,3.9497,,0.43572621,50.44316731,,,,,,,
08_02_2021,Pplots,F8,Control,Sorghastrum_nutans,SN_Pplots_F8_C,0.1211,0.252,0.03,-1.522878745,5.27558,,0.480555556,43.56383154,,,,,,,
08_02_2021,Pplots,E8,10,Sorghastrum_nutans,SN_Pplots_E8_A,0.1878,0.4177,0.06,-1.22184875,7.5819,,0.44960498,40.37220447,,,,,,,
08_02_2021,Pplots,E8,10,Sorghastrum_nutans,SN_Pplots_E8_B,0.3738,0.7563,0.05,-1.301029996,11.88974,,0.494248314,31.80775816,,,,,,,
08_02_2021,Pplots,E8,10,Sorghastrum_nutans,SN_Pplots_E8_C,0.3018,0.6505,0.07,-1.15490196,9.87806,,0.463950807,32.73048376,,,,,,,
8_03_2021,Nutnet,4,Control,Sorghastrum_nutans,SN_Nutnet_4(S1)_A,0.1195,0.27,0.03,-1.522878745,4.77774,,0.442592593,39.98108787,,,,,,,
8_03_2021,Nutnet,4,Control,Sorghastrum_nutans,SN_Nutnet_4(S1)_B,0.0299,0.0722,0.02,-1.698970004,1.07696,,0.414127424,36.0187291,,,,,,,
8_03_2021,Nutnet,4,Control,Sorghastrum_nutans,SN_Nutnet_4(S1)_C,0.1582,0.295,0.03,-1.522878745,5.81406,,0.536271186,36.75132743,,,,,,,
8_03_2021,Nutnet,4,Control,Sorghastrum_nutans,SN_Nutnet_4(S2)_A,0.0488,0.097,0.02,-1.698970004,2.80416,,0.503092784,57.46229508,,,,,,,
8_03_2021,Nutnet,4,Control,Sorghastrum_nutans,SN_Nutnet_4(S2)_B,0.066,0.1522,0.02,-1.698970004,3.1115,,0.433639947,47.14393939,,,,,,,
